date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:46:26	84/84	---M--	200	added ('OK')	image/png	etag:%225bdb565b-54%22	http://revolution.fuelthemes.net/revolution-medical/wp-content/uploads/sites/24/2018/07/footer_bg.png?id=17	C:/Users/admin/Desktop/ptsd/ptsd/revolution.fuelthemes.net/revolution-medical/wp-content/uploads/sites/24/2018/07/footer_bg190a.png	(from http://127.0.0.1/wordpress/)
13:46:26	113604/113604	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202020%2017:46:25%20GMT	http://127.0.0.1/wordpress/fr/acceuil/	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/fr/acceuil/index.html	(from http://127.0.0.1/wordpress/)
13:46:29	14388/14388	---M--	200	added ('OK')	image/png	etag:%223834-5a3be64544688%22	http://127.0.0.1/wordpress/wp-content/uploads/2020/04/ptsd-light-en.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2020/04/ptsd-light-en.png	(from http://127.0.0.1/wordpress/)
13:46:29	64305/64305	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202020%2017:46:29%20GMT	http://127.0.0.1/wordpress/news/	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/news/index.html	(from http://127.0.0.1/wordpress/)
13:46:37	67630/67630	---M--	200	added ('OK')	image/jpeg	etag:%221082e-5a3bca465a76d%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/01/zx8-760x630.jpg	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2018/01/zx8-760x630.jpg	(from http://127.0.0.1/wordpress/)
13:46:38	58410/58410	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202020%2017:46:38%20GMT	http://127.0.0.1/wordpress/services/	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/services/index.html	(from http://127.0.0.1/wordpress/)
13:46:45	122409/122409	---M--	200	added ('OK')	image/jpeg	etag:%221de29-5a3f665f610a7%22	http://127.0.0.1/wordpress/wp-content/uploads/2020/04/royal-hospital-2.jpg?id=458	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2020/04/royal-hospital-25cb1.jpg	(from http://127.0.0.1/wordpress/)
13:46:47	35463/35463	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Apr%202020%2017:46:45%20GMT	http://127.0.0.1/wordpress/?page_id=26	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/indexcbc0.html	(from http://127.0.0.1/wordpress/)
13:46:51	71379/71379	---M--	200	added ('OK')	image/jpeg	etag:%22116d3-5a3bca28f713b%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/01/r21-760x630.jpg	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2018/01/r21-760x630.jpg	(from http://127.0.0.1/wordpress/)
13:46:52	42569/42569	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202020%2017:46:51%20GMT	http://127.0.0.1/wordpress/knowledge-hub/	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/knowledge-hub/index.html	(from http://127.0.0.1/wordpress/)
13:47:02	59615/59615	---M--	200	added ('OK')	image/jpeg	etag:%22e8df-5a3bca210b141%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/01/r20-760x630.jpg	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2018/01/r20-760x630.jpg	(from http://127.0.0.1/wordpress/)
13:47:02	40382/40382	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202020%2017:47:02%20GMT	http://127.0.0.1/wordpress/community/?foro=signin	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/community/indexb251.html	(from http://127.0.0.1/wordpress/)
13:47:52	499504/499504	---M--	200	added ('OK')	image/jpeg	etag:%2279f30-5a3bca439dd38%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/01/zx8.jpg	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2018/01/zx8.jpg	(from http://127.0.0.1/wordpress/)
13:47:53	64773/64773	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202020%2017:47:52%20GMT	http://127.0.0.1/wordpress/2020/04/15/morbi-eleifend-justo-nec-mi-tincidunt-vitae-imperdiet-odio-lacinia/	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/2020/04/15/morbi-eleifend-justo-nec-mi-tincidunt-vitae-imperdiet-odio-lacinia/index.html	(from http://127.0.0.1/wordpress/)
13:48:08	94241/94241	---M--	200	added ('OK')	image/jpeg	etag:%2217021-5a3d1e3bbe3f3%22	http://127.0.0.1/wordpress/wp-content/uploads/2020/04/dr-patrick-smith-cropped.jpg	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2020/04/dr-patrick-smith-cropped.jpg	(from http://127.0.0.1/wordpress/)
13:48:09	64369/64369	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202020%2017:48:08%20GMT	http://127.0.0.1/wordpress/author/Staff/	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/author/Staff/index.html	(from http://127.0.0.1/wordpress/)
13:48:21	484951/484951	---M--	200	added ('OK')	image/jpeg	etag:%2276657-5a3bca1df33f8%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/01/r20.jpg	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2018/01/r20.jpg	(from http://127.0.0.1/wordpress/)
13:48:23	65647/65647	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202020%2017:48:21%20GMT	http://127.0.0.1/wordpress/2020/04/04/sed-sollicitudin-elit-vel-nulla-interdum-nec-dignissim-nisi-dignissim/	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/2020/04/04/sed-sollicitudin-elit-vel-nulla-interdum-nec-dignissim-nisi-dignissim/index.html	(from http://127.0.0.1/wordpress/)
13:48:26	752755/752755	---MC-	200	added ('OK')	application/json	date:Thu,%2023%20Apr%202020%2017:46:24%20GMT	http://127.0.0.1/wordpress/wp-json/	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-json/index.html	(from http://127.0.0.1/wordpress/)
13:48:26	65580/65580	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202020%2017:48:26%20GMT	http://127.0.0.1/wordpress/2020/03/15/pellentesque-sodales-quam-sagittis-purus-consectetur-quis-venenatis-nunc-aliquam/	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/2020/03/15/pellentesque-sodales-quam-sagittis-purus-consectetur-quis-venenatis-nunc-aliquam/index.html	(from http://127.0.0.1/wordpress/)
13:48:31	639316/639316	---M--	200	added ('OK')	image/jpeg	etag:%229c154-5a3bca25dca51%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/01/r21.jpg	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2018/01/r21.jpg	(from http://127.0.0.1/wordpress/)
13:48:39	98359/98359	---M--	200	added ('OK')	image/png	etag:%2218037-5a3e1d8fb8699%22	http://127.0.0.1/wordpress/wp-content/uploads/2020/04/hm-what-are-chatbots-1.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2020/04/hm-what-are-chatbots-1.png	(from http://127.0.0.1/wordpress/)
13:48:44	216881/216881	---M--	200	added ('OK')	image/png	etag:%2234f31-5a3bc9d20c9e7%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/07/r5.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2018/07/r5.png	(from http://127.0.0.1/wordpress/)
13:48:47	98203/98203	---M--	200	added ('OK')	image/png	etag:%2217f9b-5a3bca88d8a41%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/07/r39.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2018/07/r39.png	(from http://127.0.0.1/wordpress/)
13:48:48	23422/23422	---M--	200	added ('OK')	image/jpeg	etag:%225b7e-5a3d338f6973f%22	http://127.0.0.1/wordpress/wp-content/uploads/2020/04/Patrick-Smith-300x281-1.jpg	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2020/04/Patrick-Smith-300x281-1.jpg	(from http://127.0.0.1/wordpress/)
13:48:50	11421/11421	---M--	200	added ('OK')	image/jpeg	etag:%222c9d-5a3d360a8f46f%22	http://127.0.0.1/wordpress/wp-content/uploads/2020/04/fardous.jpg	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2020/04/fardous.jpg	(from http://127.0.0.1/wordpress/)
13:48:51	1846/1846	---M-Z	200	added ('OK')	application/javascript	etag:%22736-5a3bc96626ca0-gzip%22	http://127.0.0.1/wordpress/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min6b25.js	(from http://127.0.0.1/wordpress/)
13:48:51	151533/151533	---M--	200	added ('OK')	image/png	etag:%2224fed-5a3bca81a4907%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/07/r40.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2018/07/r40.png	(from http://127.0.0.1/wordpress/)
13:48:51	1985/1985	---M-Z	200	added ('OK')	application/javascript	etag:%227c1-5a3bc965e06d7-gzip%22	http://127.0.0.1/wordpress/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=4.0.1	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.minf39e.js	(from http://127.0.0.1/wordpress/)
13:48:51	2940/2940	---M-Z	200	added ('OK')	application/javascript	etag:%22b7c-5a3bc965b3bfc-gzip%22	http://127.0.0.1/wordpress/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=4.0.1	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.minf39e.js	(from http://127.0.0.1/wordpress/)
13:48:52	38452/38452	---M--	200	added ('OK')	image/jpeg	etag:%229634-5a3d35da37274%22	http://127.0.0.1/wordpress/wp-content/uploads/2020/04/christopher.jpg	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2020/04/christopher.jpg	(from http://127.0.0.1/wordpress/)
13:48:53	16154/16154	---M-Z	200	added ('OK')	application/javascript	etag:%223f1a-595c52fd2e6c0-gzip%22	http://127.0.0.1/wordpress/wp-includes/js/underscore.min.js?ver=1.8.3	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-includes/js/underscore.min4511.js	(from http://127.0.0.1/wordpress/)
13:48:53	87854/87854	---M--	200	added ('OK')	image/png	etag:%221572e-5a3e1d14b15f7%22	http://127.0.0.1/wordpress/wp-content/uploads/2020/04/rt-reviews.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2020/04/rt-reviews.png	(from http://127.0.0.1/wordpress/)
13:48:53	1434/1434	---M-Z	200	added ('OK')	application/javascript	etag:%2259a-595c52fd2e6c0-gzip%22	http://127.0.0.1/wordpress/wp-includes/js/wp-embed.min.js?ver=5.4	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-includes/js/wp-embed.min91d5.js	(from http://127.0.0.1/wordpress/)
13:48:54	14440/14440	---M-Z	200	added ('OK')	application/javascript	etag:%223868-5a3bc9888a1a2-gzip%22	http://127.0.0.1/wordpress/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.1.7	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/contact-form-7/includes/js/scripts6725.js	(from http://127.0.0.1/wordpress/)
13:48:54	19706/19706	---M-Z	200	added ('OK')	application/javascript	etag:%224cfa-5a3bc910b5949-gzip%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=5.6	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min40df.js	(from http://127.0.0.1/wordpress/)
13:48:55	62722/62722	---M-Z	200	added ('OK')	application/javascript	etag:%22f502-5a3bc8bcb1362-gzip%22	http://127.0.0.1/wordpress/wp-content/themes/revolution/assets/js/app.min.js?ver=1.5.5.2	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/themes/revolution/assets/js/app.min114d.js	(from http://127.0.0.1/wordpress/)
13:49:07	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-5a3bc8bb6fc5d%22	http://127.0.0.1/wordpress/wp-content/themes/revolution/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/themes/revolution/assets/fonts/fontawesome-webfont3e6e.woff2	(from http://127.0.0.1/wordpress/wp-content/themes/revolution/assets/css/font-awesome.min.css)
13:49:20	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5a3bc8bb68358%22	http://127.0.0.1/wordpress/wp-content/themes/revolution/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/themes/revolution/assets/fonts/fontawesome-webfont3e6e.eot	(from http://127.0.0.1/wordpress/wp-content/themes/revolution/assets/css/font-awesome.min.css)
13:49:20	530412/530412	---MCZ	200	added ('OK')	application/javascript	etag:%22817ec-5a3bc8bd2ef2e-gzip%22	http://127.0.0.1/wordpress/wp-content/themes/revolution/assets/js/vendor.min.js?ver=1.5.5.2	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/themes/revolution/assets/js/vendor.min114d.js	(from http://127.0.0.1/wordpress/)
13:49:20	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5a3bc8bb68358%22	http://127.0.0.1/wordpress/wp-content/themes/revolution/assets/fonts/fontawesome-webfont.eot?	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/themes/revolution/assets/fonts/fontawesome-webfontd41d.eot	(from http://127.0.0.1/wordpress/wp-content/themes/revolution/assets/css/font-awesome.min.css)
13:49:20	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-5a3bc8bb69ac5%22	http://127.0.0.1/wordpress/wp-content/themes/revolution/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/themes/revolution/assets/fonts/fontawesome-webfont3e6e.svg	(from http://127.0.0.1/wordpress/wp-content/themes/revolution/assets/css/font-awesome.min.css)
13:49:22	182/182	---M--	200	added ('OK')	image/png	etag:%22b6-5a3bc8bc92b67%22	http://127.0.0.1/wordpress/wp-content/themes/revolution/assets/img/close_black.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/themes/revolution/assets/img/close_black.png	(from http://127.0.0.1/wordpress/wp-content/themes/revolution/assets/css/app.css?ver=1.5.5.2)
13:49:22	208/208	---M--	200	added ('OK')	image/png	etag:%22d0-5a3bc8bc92f4f%22	http://127.0.0.1/wordpress/wp-content/themes/revolution/assets/img/close_black@2x.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/themes/revolution/assets/img/close_black@2x.png	(from http://127.0.0.1/wordpress/wp-content/themes/revolution/assets/css/app.css?ver=1.5.5.2)
13:49:22	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2217ee8-5a3bc8bb6e8d8%22	http://127.0.0.1/wordpress/wp-content/themes/revolution/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/themes/revolution/assets/fonts/fontawesome-webfont3e6e.woff	(from http://127.0.0.1/wordpress/wp-content/themes/revolution/assets/css/font-awesome.min.css)
13:49:22	176/176	---M--	200	added ('OK')	image/png	etag:%22b0-5a3bc8bc946bb%22	http://127.0.0.1/wordpress/wp-content/themes/revolution/assets/img/select_arrow.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/themes/revolution/assets/img/select_arrow.png	(from http://127.0.0.1/wordpress/wp-content/themes/revolution/assets/css/app.css?ver=1.5.5.2)
13:49:25	35463/35463	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Apr%202020%2017:49:23%20GMT	http://127.0.0.1/wordpress/wp-content/themes/revolution/assets/img/svg/x-white.svg	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/themes/revolution/assets/img/svg/x-white.svg	(from http://127.0.0.1/wordpress/wp-content/themes/revolution/assets/css/app.css?ver=1.5.5.2)
13:49:25	847/847	---M--	200	added ('OK')	image/gif	etag:%2234f-5a3bc98867b31%22	http://127.0.0.1/wordpress/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from http://127.0.0.1/wordpress/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.1.7)
13:49:25	6354/6354	---M--	200	added ('OK')	image/png	etag:%2218d2-5a3bc8bc93b06%22	http://127.0.0.1/wordpress/wp-content/themes/revolution/assets/img/payment-types.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/themes/revolution/assets/img/payment-types.png	(from http://127.0.0.1/wordpress/wp-content/themes/revolution/assets/css/app.css?ver=1.5.5.2)
13:49:25	302/302	---M--	200	added ('OK')	image/png	etag:%2212e-5a3bc9129a93d%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/vc/alert.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/vc/alert.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
